TargetID,DrugID,Highest_Status,MOA,Smiles_ID,UniprotID
T86679,D0J2UW,Investigative,Agonist,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,P29275
T86679,D00SUK,Phase 2,Inhibitor,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CCC(CC3)(CC4)CCC(=O)O,P29275
T86679,D01QYQ,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C#N,P29275
T86679,D0O3SA,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)/C=C/C(=O)O,P29275
T86679,D0L0VU,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)NC4=CC5=C(C=C4)OCO5,P29275
T86679,D0A6IO,Investigative,Antagonist,CCCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CC=C(C=C5)OC,P29275
T86679,D02SKN,Investigative,Antagonist,CCOC1=CC2=C(C(=C1)OCC)C(=O)C(=C(O2)C3=CC=CC=C3)OCC,P29275
T86679,D0XC9U,Investigative,Antagonist,CCCOC1=CC2=C(C(=C1)OCCC)C(=O)C(=C(O2)C3=CC=CC=C3)OCCC,P29275
T86679,D09TBE,Investigative,Antagonist,COC1=C2C=COC2=CC3=C1C(=O)C=C(O3)/C=C/C4=CC=CC=C4,P29275
T86679,D07VCN,Investigative,Antagonist,CCOC1=C2C=COC2=CC3=C1C(=O)C=C(O3)/C=C/C4=CC=CC=C4,P29275
T86679,D0L3BI,Investigative,Antagonist,CCCOC1=C2C=COC2=CC3=C1C(=O)C=C(O3)/C=C/C4=CC=CC=C4,P29275
T86679,D08EBT,Investigative,Agonist,CCCCC#CC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC,P29275
T86679,D04RHI,Investigative,Antagonist,CCOC1=CC(=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OCC)OCC)OCC)OCC,P29275
T86679,D09NEP,Investigative,Antagonist,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=CC(=C3)Cl)Cl,P29275
T86679,D0B8DR,Investigative,Antagonist,CCOC1=CC(=C2C(=C1)OC(=C(C2=O)OCC)C3=CC=CC=C3)O,P29275
T86679,D04GFX,Investigative,Antagonist,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)Cl,P29275
T86679,D0J1BA,Investigative,Antagonist,CCOC(=O)C1=C(NC(=C(C1C#CC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)C4=CC=CC=C4)C,P29275
T86679,D0ZL2A,Investigative,Antagonist,CCCC1=C(C(=NC(=C1C(=O)SCC)CC)C2=CC=CC=C2)C(=O)OCCC,P29275
T86679,D01CQU,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C(=O)C,P29275
T86679,D0B7OW,Investigative,Antagonist,COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=C(C=C3)O)O,P29275
T86679,D0X3PD,Investigative,Antagonist,CCCN1C(=O)C2=C(N=C(N2)C3=CC=C(C=C3)OCC(=O)O)N(C1=O)CC4=CC(=C(C=C4)N)I,P29275
T86679,D06KMJ,Investigative,Agonist,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@@H]([C@@H]2O)O)N3C=NC4=C(N=CN=C43)NCC5=C(C(=CC=C5)Cl)C#CCCCC(=O)O,P29275
T86679,D07RSH,Investigative,Antagonist,COC1=CC(=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)OC)OC,P29275
T86679,D0I1EP,Investigative,Antagonist,COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)OC,P29275
T86679,D02JCM,Investigative,Agonist,C1CCC(CC1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,P29275
T86679,D0R6MT,Investigative,Inhibitor,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,P29275
T86679,D0O0HR,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)N(C(=N2)C3=CC(=C(C=C3)OC)OC)C,P29275
T86679,D0I3HE,Investigative,Antagonist,CCCN1C2=NC(=NC2=C3NCCN3C1=O)C4=CC=C(C=C4)Br,P29275
T86679,D08BCH,Investigative,Agonist,C1CCC(C1)NC2=C3C(=NC(=N2)/N=N/NC(=O)NC4=CC=CC=C4)N(C=N3)[C@H]5[C@@H]([C@@H]([C@H](O5)CO)O)O,P29275
T86679,D07HKU,Investigative,Antagonist,CCN1C2=C(C(=O)N(C1=O)CC)NC(=N2)C3=CC=CC=C3,P29275
T86679,D0TC7N,Investigative,Agonist,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)C#CC4=CC=CC=C4)N)O)O,P29275
T86679,D0MH4R,Investigative,Antagonist,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,P29275
T86679,D0S0RK,Investigative,Antagonist,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,P29275
T86679,D07PPM,Investigative,Antagonist,CC[C@@H]1CN2C(=C3C(=NC(=N3)C4=C(C(=CC(=C4)Cl)Cl)Cl)N(C2=O)C)N1,P29275
T86679,D09RKX,Investigative,Antagonist,CC[C@@H]1CN2C(=C3C(=NC(=N3)C4=CC=CC=C4)N(C2=O)C)N1,P29275
T86679,D00IOF,Investigative,Antagonist,CCCCN1C(=O)C2=C(N=C(N2)C34CC5CC(C3)CC4C5)N(C1=O)CCCO,P29275
T86679,D0Y5WQ,Investigative,Antagonist,CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C5=CC=C(C=C5)Cl,P29275
T86679,D01AAI,Investigative,Antagonist,COC1=CC=CC=C1NC(=O)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,P29275
T86679,D0H9BP,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NCCN,P29275
T86679,D04DVT,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)O,P29275
T86679,D0PM5R,Investigative,Agonist,CNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)NCC4=CC=C(C=C4)N)O)O,P29275
T86679,D03WPE,Investigative,Agonist,CCNC(=O)C(=O)NC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC4=CC=CC=C4,P29275
T86679,D0R1XY,Investigative,Inhibitor,C1CCC(C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,P29275
T86679,D08RSU,Investigative,Antagonist,[3H]CCC([3H])N1C2=C(C(=O)N(C1=O)C([3H])CC[3H])NC(=N2)C3CCCC3,P29275
T86679,D0G2JG,Investigative,Antagonist,CCCN1C(=O)C2=C(N=C(N2)C3CCCC3)N(C1=O)CCC[18F],P29275
T86679,D0TU7I,Investigative,Antagonist,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=CC=C3)Cl,P29275
T86679,D03NXZ,Investigative,Agonist,COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,P29275
T86679,D06NRX,Investigative,Agonist,C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,P29275
T86679,D0A8EK,Investigative,Agonist,C1=CC(=CC=C1CCNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,P29275
T86679,D0K8ZZ,Investigative,Agonist,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,P29275
T86679,D0K6ZA,Investigative,Antagonist,CC(=O)NCCNC1=NC(=NC2=C1C=C(N2)C(=O)N3CCN(CC3)CCCC4=CC=CC=C4)C5=CC=CC=C5,P29275
T86679,D0A4MK,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)NC4=CC(=C(C=C4)Cl)Cl,P29275
T86679,D0X5PJ,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5,P29275
T86679,D0Q9GL,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)N4CCN(CC4)C5=CC=CC=C5,P29275
T86679,D06GOE,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NO3)OCC(=O)NC4=CC5=C(C=C4)OCO5,P29275
T86679,D0Y8LD,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)NC4=CC=C(C=C4)C(=O)OCC,P29275
T86679,D0J4EZ,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)NC4=CC=C(C=C4)C(=O)O,P29275
T86679,D06GTI,Investigative,Antagonist,CN1C(=CC(=N1)OCC(=O)N2CCN(CC2)C3=CC=CC=C3)C4=NC5=C(N4)C(=O)N(C(=O)N5CC=C)CC=C,P29275
T86679,D07FZA,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NN3C)OCC(=O)NC4=CC(=C(C=C4)C)C,P29275
T86679,D05QNV,Investigative,Antagonist,CCCN1C2=C(C(=O)N(C1=O)C3CC3)NC(=N2)C4=CN=C(C=C4)N(C)C(=O)C5=CN=C(C=C5)C(F)(F)F,P29275
T86679,D0W4JC,Investigative,Antagonist,[3H]C1=CC(=CC=C1O)CCNC2=NC3=NC(=NN3C(=N2)N)C4=CC=CO4,P29275
T86679,D0M3CG,Investigative,Agonist,C[C@H](CC1=CC=CC=C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,P29275
T86679,D0V9OO,Investigative,Agonist,CCNC(=O)[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)C#CC(C4=CC=CC=C4)O)N)O)O,P29275
T86679,D0E9QX,Investigative,Agonist,C[C@@H](CC1=CC=CC=C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,P29275
T86679,D0C2UJ,Investigative,Agonist,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)N,P29275
T86679,D01KNZ,Investigative,Antagonist,CCCN1C(=O)C2=C(N=C(N2)C3=CC=C(C=C3)OCC(=O)O)N(C1=O)CC4=CC(=C(C=C4)N)[125I],P29275
T86679,D0U7TR,Investigative,Antagonist,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC(=C(C=C4)O)[125I])N,P29275
T86679,D0I2MU,Investigative,Antagonist,CC(C)CN1C2=C(C(=O)NC1=O)NC(=N2)N3CCCC3,P29275
T86679,D02UHS,Investigative,Agonist,CC1=CC=CC=C1C(CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C5=CC(=CC(=C5)OC)OC,P29275
T86679,D0B1YW,Investigative,Inhibitor,CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=CC=C3,P29275
T86679,D0V8MD,Investigative,Inhibitor,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=CC=C3,P29275
T86679,D0U8DW,Investigative,Inhibitor,CCCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=CC=C3,P29275
T86679,D0K0OT,Investigative,Inhibitor,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3,P29275
T86679,D0O0FP,Investigative,Inhibitor,CCCCC1=NC(=C2C(=N1)N(C(=N2)N3N=CC=N3)C)N,P29275
T86679,D0Y5TL,Investigative,Inhibitor,C1=CC=C2C(=C1)N=C3C(=N2)NC(=O)NC3=O,P29275
T86679,D03RFA,Investigative,Inhibitor,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,P29275
T86679,D0LD0X,Investigative,Inhibitor,CCCN1C(=O)C2=C(NC1=O)N=CN2,P29275
T86679,D0B9CC,Investigative,Inhibitor,CN1C2=C(C(=O)N(C1=O)CCC3=CC=CC=C3)NC=N2,P29275
T86679,D0D9YL,Investigative,Inhibitor,CN1C2=C(C(=O)N(C1=O)CC3=CC=CC=C3)NC=N2,P29275
T86679,D07DOE,Investigative,Inhibitor,C[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N[C@@H]4CCOC4)CO)O)O,P29275
T86679,D0Z1WY,Investigative,Inhibitor,C[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N[C@@H]4CCOC4)CO)O)O,P29275
T86679,D03NVE,Investigative,Inhibitor,CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CN(N=C3)CC4=NOC(=N4)C5=CC=C(C=C5)Cl,P29275
T86679,D06SGU,Investigative,Inhibitor,CCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F,P29275
T86679,D0Z8NC,Investigative,Inhibitor,C1CCC(CC1)C2=NC3=C(N2)C(=CC(=N3)C4=CC=CC=C4)C5=CC=CC=C5,P29275
T86679,D0T7GG,Investigative,Inhibitor,C1CCC(C1)C2=NC3=C(N2)C(=CC(=N3)C4=CC=CC=C4)C5=CC=CC=C5,P29275
T86679,D00GNW,Investigative,Inhibitor,CCC(CC)C1=NC2=C(N1)C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,P29275
T86679,D05KEF,Investigative,Inhibitor,CC(C)CC1=NC2=C(N1)C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,P29275
T86679,D0W1PF,Investigative,Inhibitor,CC(C)C1=NC2=C(N1)C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,P29275
T86679,D02PBY,Investigative,Inhibitor,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CC5CC(C3)C(C5)C4,P29275
T86679,D0A9BZ,Investigative,Inhibitor,CCCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)CC5=CC=CC=C5,P29275
T86679,D0R8OK,Investigative,Inhibitor,CN1C2=NC=NC(=C2N=C1Br)N,P29275
T86679,D01WNA,Investigative,Inhibitor,CCN1C2=NC=NC(=C2N=C1Br)N,P29275
T86679,D04WHE,Investigative,Inhibitor,CCCN1C=NC2=C(N=CN=C21)N,P29275
T86679,D02HOL,Investigative,Inhibitor,CCCN1C2=NC=NC(=C2N=C1Br)N,P29275
T86679,D0DB7A,Investigative,Inhibitor,CC(C)N1C=NC2=C(N=CN=C21)N,P29275
T86679,D06KYP,Investigative,Inhibitor,CC(C)N1C2=NC=NC(=C2N=C1Br)N,P29275
T86679,D0V9EE,Investigative,Inhibitor,C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=CO3,P29275
